Ticker,Name,Sector,Location,Currency,Exchange
CTVA,CORTEVA INC,Materials,United States,USD,New York Stock Exchange Inc.
IR,INGERSOLL RAND INC,Industrials,United States,USD,New York Stock Exchange Inc.
VLO,VALERO ENERGY CORP,Energy,United States,USD,New York Stock Exchange Inc.
GLW,CORNING INC,Information Technology,United States,USD,New York Stock Exchange Inc.
AEM,AGNICO EAGLE MINES LTD,Materials,Canada,USD,Toronto Stock Exchange
MNST,MONSTER BEVERAGE CORP,Consumer Staples,United States,USD,NASDAQ
F,FORD MOTOR CO,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
SYY,SYSCO CORP,Consumer Staples,United States,USD,New York Stock Exchange Inc.
9961,TRIP.COM GROUP LTD,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
3988,BANK OF CHINA LTD H,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
OTIS,OTIS WORLDWIDE CORP,Industrials,United States,USD,New York Stock Exchange Inc.
KDP,KEURIG DR PEPPER INC,Consumer Staples,United States,USD,NASDAQ
EA,ELECTRONIC ARTS INC,Communication,United States,USD,NASDAQ
XEL,XCEL ENERGY INC,Utilities,United States,USD,NASDAQ
IT,GARTNER INC,Information Technology,United States,USD,New York Stock Exchange Inc.
2318,PING AN INSURANCE (GROUP) CO OF CH,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
YUM,YUM BRANDS INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,United States,USD,New York Stock Exchange Inc.
1211,BYD LTD H,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
EXC,EXELON CORP,Utilities,United States,USD,NASDAQ
IQV,IQVIA HOLDINGS INC,Health Care,United States,USD,New York Stock Exchange Inc.
DHL,DEUTSCHE POST AG,Industrials,Germany,USD,Xetra
SIKA,SIKA AG,Materials,Switzerland,USD,SIX Swiss Exchange
ARGX,ARGENX,Health Care,Belgium,USD,Nyse Euronext - Euronext Brussels
TRGP,TARGA RESOURCES CORP,Energy,United States,USD,New York Stock Exchange Inc.
7267,HONDA MOTOR LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
FERG,FERGUSON ENTERPRISES INC,Industrials,United States,USD,New York Stock Exchange Inc.
AAL,ANGLO AMERICAN PLC,Materials,United Kingdom,USD,London Stock Exchange
9999,NETEASE INC,Communication,China,USD,Hong Kong Exchanges And Clearing Ltd
HES,HESS CORP,Energy,United States,USD,New York Stock Exchange Inc.
GIS,GENERAL MILLS INC,Consumer Staples,United States,USD,New York Stock Exchange Inc.
NDA FI,NORDEA BANK,Financials,Finland,USD,Nasdaq Omx Helsinki Ltd.
ACGL,ARCH CAPITAL GROUP LTD,Financials,United States,USD,NASDAQ
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,United States,USD,New York Stock Exchange Inc.
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,United States,USD,NASDAQ
IDXX,IDEXX LABORATORIES INC,Health Care,United States,USD,NASDAQ
HUBS,HUBSPOT INC,Information Technology,United States,USD,New York Stock Exchange Inc.
ARES,ARES MANAGEMENT CORP CLASS A,Financials,United States,USD,New York Stock Exchange Inc.
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,United States,USD,New York Stock Exchange Inc.
9434,SOFTBANK CORP,Communication,Japan,USD,Tokyo Stock Exchange
ENR,SIEMENS ENERGY N AG,Industrials,Germany,USD,Xetra
NDAQ,NASDAQ INC,Financials,United States,USD,NASDAQ
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,United States,USD,New York Stock Exchange Inc.
SLF,SUN LIFE FINANCIAL INC,Financials,Canada,USD,Toronto Stock Exchange
NET,CLOUDFLARE INC CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
RMD,RESMED INC,Health Care,United States,USD,New York Stock Exchange Inc.
BBCA,BANK CENTRAL ASIA,Financials,Indonesia,USD,Indonesia Stock Exchange
IFC,INTACT FINANCIAL CORP,Financials,Canada,USD,Toronto Stock Exchange
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,United States,USD,NASDAQ
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,United States,USD,New York Stock Exchange Inc.
VMC,VULCAN MATERIALS,Materials,United States,USD,New York Stock Exchange Inc.
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
GRMN,GARMIN LTD,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
WTW,WILLIS TOWERS WATSON PLC,Financials,United States,USD,NASDAQ
6503,MITSUBISHI ELECTRIC CORP,Industrials,Japan,USD,Tokyo Stock Exchange
U11,UNITED OVERSEAS BANK LTD,Financials,Singapore,USD,Singapore Exchange
3382,SEVEN & I HOLDINGS LTD,Consumer Staples,Japan,USD,Tokyo Stock Exchange
HLN,HALEON PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,United States,USD,NASDAQ
ADYEN,ADYEN NV,Financials,Netherlands,USD,Euronext Amsterdam
DBK,DEUTSCHE BANK AG,Financials,Germany,USD,Xetra
MLM,MARTIN MARIETTA MATERIALS INC,Materials,United States,USD,New York Stock Exchange Inc.
ROK,ROCKWELL AUTOMATION INC,Industrials,United States,USD,New York Stock Exchange Inc.
DD,DUPONT DE NEMOURS INC,Materials,United States,USD,New York Stock Exchange Inc.
AXISBANK,AXIS BANK LTD,Financials,India,USD,National Stock Exchange Of India
MTB,M&T BANK CORP,Financials,United States,USD,New York Stock Exchange Inc.
EFX,EQUIFAX INC,Industrials,United States,USD,New York Stock Exchange Inc.
RJF,RAYMOND JAMES INC,Financials,United States,USD,New York Stock Exchange Inc.
HPQ,HP INC,Information Technology,United States,USD,New York Stock Exchange Inc.
M&M,MAHINDRA AND MAHINDRA LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
,NATIONAL BANK OF CANADA,Financials,Canada,USD,Toronto Stock Exchange
TSCO,TESCO PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
DXCM,DEXCOM INC,Health Care,United States,USD,NASDAQ
7751,CANON INC,Information Technology,Japan,USD,Tokyo Stock Exchange
EBAY,EBAY INC,Consumer Discretionary,United States,USD,NASDAQ
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
ETR,ENTERGY CORP,Utilities,United States,USD,New York Stock Exchange Inc.
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
IRM,IRON MOUNTAIN INC,Real Estate,United States,USD,New York Stock Exchange Inc.
2914,JAPAN TOBACCO INC,Consumer Staples,Japan,USD,Tokyo Stock Exchange
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,United States,USD,NASDAQ
CNC,CENTENE CORP,Health Care,United States,USD,New York Stock Exchange Inc.
OXY,OCCIDENTAL PETROLEUM CORP,Energy,United States,USD,New York Stock Exchange Inc.
AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Netherlands,USD,Euronext Amsterdam
HUM,HUMANA INC,Health Care,United States,USD,New York Stock Exchange Inc.
6702,FUJITSU LTD,Information Technology,Japan,USD,Tokyo Stock Exchange
STT,STATE STREET CORP,Financials,United States,USD,New York Stock Exchange Inc.
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,United States,USD,NASDAQ
AMS,AMADEUS IT GROUP SA,Consumer Discretionary,Spain,USD,Bolsa De Madrid
NWG,NATWEST GROUP PLC,Financials,United Kingdom,USD,London Stock Exchange
NU,NU HOLDINGS LTD CLASS A,Financials,Brazil,USD,New York Stock Exchange Inc.
PGHN,PARTNERS GROUP HOLDING AG,Financials,Switzerland,USD,SIX Swiss Exchange
EIX,EDISON INTERNATIONAL,Utilities,United States,USD,New York Stock Exchange Inc.
ANSS,ANSYS INC,Information Technology,United States,USD,NASDAQ
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,United States,USD,NASDAQ
ASSA B,ASSA ABLOY B,Industrials,Sweden,USD,Nasdaq Omx Nordic
ED,CONSOLIDATED EDISON INC,Utilities,United States,USD,New York Stock Exchange Inc.
FANG,DIAMONDBACK ENERGY INC,Energy,United States,USD,NASDAQ
VALE3,CIA VALE DO RIO DOCE SH,Materials,Brazil,USD,XBSP
ENI,ENI,Energy,Italy,USD,Borsa Italiana
ASM,ASM INTERNATIONAL NV,Information Technology,Netherlands,USD,Euronext Amsterdam
CSGP,COSTAR GROUP INC,Real Estate,United States,USD,NASDAQ
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,United States,USD,NASDAQ
AHT,ASHTEAD GROUP PLC,Industrials,United Kingdom,USD,London Stock Exchange
PETR4,PETROLEO BRASILEIRO PREF SA,Energy,Brazil,USD,XBSP
IMB,IMPERIAL BRANDS PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
TSCO,TRACTOR SUPPLY,Consumer Discretionary,United States,USD,NASDAQ
CAH,CARDINAL HEALTH INC,Health Care,United States,USD,New York Stock Exchange Inc.
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Canada,USD,Toronto Stock Exchange
VICI,VICI PPTYS INC,Real Estate,United States,USD,New York Stock Exchange Inc.
SW,SMURFIT WESTROCK PLC,Materials,United States,USD,New York Stock Exchange Inc.
GDDY,GODADDY INC CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Japan,USD,Tokyo Stock Exchange
WEC,WEC ENERGY GROUP INC,Utilities,United States,USD,New York Stock Exchange Inc.
6367,DAIKIN INDUSTRIES LTD,Industrials,Japan,USD,Tokyo Stock Exchange
XYL,XYLEM INC,Industrials,United States,USD,New York Stock Exchange Inc.
STAN,STANDARD CHARTERED PLC,Financials,United Kingdom,USD,London Stock Exchange
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
ON,ON SEMICONDUCTOR CORP,Information Technology,United States,USD,NASDAQ
FITB,FIFTH THIRD BANCORP,Financials,United States,USD,NASDAQ
WDS,WOODSIDE ENERGY GROUP LTD,Energy,Australia,USD,Asx - All Markets
GPN,GLOBAL PAYMENTS INC,Financials,United States,USD,New York Stock Exchange Inc.
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,United States,USD,New York Stock Exchange Inc.
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,United States,USD,New York Stock Exchange Inc.
RHM,RHEINMETALL AG,Industrials,Germany,USD,Xetra
DOL,DOLLARAMA INC,Consumer Discretionary,Canada,USD,Toronto Stock Exchange
G,ASSICURAZIONI GENERALI,Financials,Italy,USD,Borsa Italiana
RBLX,ROBLOX CORP CLASS A,Communication,United States,USD,New York Stock Exchange Inc.
SYF,SYNCHRONY FINANCIAL,Financials,United States,USD,New York Stock Exchange Inc.
LT,LARSEN AND TOUBRO LTD,Industrials,India,USD,National Stock Exchange Of India
DOW,DOW INC,Materials,United States,USD,New York Stock Exchange Inc.
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,United States,USD,New York Stock Exchange Inc.
1180,THE SAUDI NATIONAL BANK,Financials,Saudi Arabia,USD,Saudi Stock Exchange
NUE,NUCOR CORP,Materials,United States,USD,New York Stock Exchange Inc.
PPG,PPG INDUSTRIES INC,Materials,United States,USD,New York Stock Exchange Inc.
9432,NIPPON TELEGRAPH AND TELEPHONE COR,Communication,Japan,USD,Tokyo Stock Exchange
ENGI,ENGIE SA,Utilities,France,USD,Nyse Euronext - Euronext Paris
KHC,KRAFT HEINZ,Consumer Staples,United States,USD,NASDAQ
ABX,BARRICK GOLD CORP,Materials,Canada,USD,Toronto Stock Exchange
NVR,NVR INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
CAP,CAPGEMINI,Information Technology,France,USD,Nyse Euronext - Euronext Paris
DOV,DOVER CORP,Industrials,United States,USD,New York Stock Exchange Inc.
LR,LEGRAND SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
STLAM,STELLANTIS NV,Consumer Discretionary,Italy,USD,Borsa Italiana
TRI,THOMSON REUTERS CORP,Industrials,Canada,USD,Toronto Stock Exchange
AEE,AMEREN CORP,Utilities,United States,USD,New York Stock Exchange Inc.
MTD,METTLER TOLEDO INC,Health Care,United States,USD,New York Stock Exchange Inc.
CCL,CARNIVAL CORP,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
5935,SAMSUNG ELECTRONICS NON VOTING PRE,Information Technology,Korea (South),USD,Korea Exchange (Stock Market)
EOAN,E.ON N,Utilities,Germany,USD,Xetra
6981,MURATA MANUFACTURING LTD,Information Technology,Japan,USD,Tokyo Stock Exchange
CHD,CHURCH AND DWIGHT INC,Consumer Staples,United States,USD,New York Stock Exchange Inc.
WPM,WHEATON PRECIOUS METALS CORP,Materials,Canada,USD,Toronto Stock Exchange
TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Israel,USD,New York Stock Exchange Inc.
4543,TERUMO CORP,Health Care,Japan,USD,Tokyo Stock Exchange
EQT,EQT CORP,Energy,United States,USD,New York Stock Exchange Inc.
6146,DISCO CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
2382,QUANTA COMPUTER INC,Information Technology,Taiwan,USD,Taiwan Stock Exchange
CVNA,CARVANA CLASS A,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Australia,USD,Asx - All Markets
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Australia,USD,Asx - All Markets
TROW,T ROWE PRICE GROUP INC,Financials,United States,USD,NASDAQ
8750,DAI-ICHI LIFE HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
FTV,FORTIVE CORP,Industrials,United States,USD,New York Stock Exchange Inc.
VLTO,VERALTO CORP,Industrials,United States,USD,New York Stock Exchange Inc.
8591,ORIX CORP,Financials,Japan,USD,Tokyo Stock Exchange
PUB,PUBLICIS GROUPE SA,Communication,France,USD,Nyse Euronext - Euronext Paris
HBAN,HUNTINGTON BANCSHARES INC,Financials,United States,USD,NASDAQ
TYL,TYLER TECHNOLOGIES INC,Information Technology,United States,USD,New York Stock Exchange Inc.
ITUB4,ITAU UNIBANCO HOLDING PREF SA,Financials,Brazil,USD,XBSP
HSY,HERSHEY FOODS,Consumer Staples,United States,USD,New York Stock Exchange Inc.
BRO,BROWN & BROWN INC,Financials,United States,USD,New York Stock Exchange Inc.
DTE,DTE ENERGY,Utilities,United States,USD,New York Stock Exchange Inc.
AWK,AMERICAN WATER WORKS INC,Utilities,United States,USD,New York Stock Exchange Inc.
EQR,EQUITY RESIDENTIAL REIT,Real Estate,United States,USD,New York Stock Exchange Inc.
KFH,KUWAIT FINANCE HOUSE,Financials,Kuwait,USD,Kuwait Stock Exchange
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
6954,FANUC CORP,Industrials,Japan,USD,Tokyo Stock Exchange
6902,DENSO CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
RIO,RIO TINTO LTD,Materials,Australia,USD,Asx - All Markets
UCB,UCB SA,Health Care,Belgium,USD,Nyse Euronext - Euronext Brussels
6762,TDK CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,United States,USD,NASDAQ
SLHN,SWISS LIFE HOLDING AG,Financials,Switzerland,USD,SIX Swiss Exchange
NTAP,NETAPP INC,Information Technology,United States,USD,NASDAQ
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,United States,USD,NASDAQ
PPL,PPL CORP,Utilities,United States,USD,New York Stock Exchange Inc.
9888,BAIDU CLASS A INC,Communication,China,USD,Hong Kong Exchanges And Clearing Ltd
2308,DELTA ELECTRONICS INC,Information Technology,Taiwan,USD,Taiwan Stock Exchange
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,United States,USD,New York Stock Exchange Inc.
8630,SOMPO HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,United States,USD,New York Stock Exchange Inc.
ML,MICHELIN,Consumer Discretionary,France,USD,Nyse Euronext - Euronext Paris
PHM,PULTEGROUP INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,United States,USD,NASDAQ
6301,KOMATSU LTD,Industrials,Japan,USD,Tokyo Stock Exchange
CPAY,CORPAY INC,Financials,United States,USD,New York Stock Exchange Inc.
VTR,VENTAS REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
HCLTECH,HCL TECHNOLOGIES LTD,Information Technology,India,USD,National Stock Exchange Of India
4661,ORIENTAL LAND LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
NOKIA,NOKIA,Information Technology,Finland,USD,Nasdaq Omx Helsinki Ltd.
2881,FUBON FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
RI,PERNOD RICARD SA,Consumer Staples,France,USD,Nyse Euronext - Euronext Paris
CCO,CAMECO CORP,Energy,Canada,USD,Toronto Stock Exchange
FER,FERROVIAL,Industrials,Spain,USD,Bolsa De Madrid
CDW,CDW CORP,Information Technology,United States,USD,NASDAQ
MKL,MARKEL GROUP INC,Financials,United States,USD,New York Stock Exchange Inc.
GIB.A,CGI INC CLASS A,Information Technology,Canada,USD,Toronto Stock Exchange
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
ERIC B,ERICSSON B,Information Technology,Sweden,USD,Nasdaq Omx Nordic
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,United States,USD,NASDAQ
DSY,DASSAULT SYSTEMES,Information Technology,France,USD,Nyse Euronext - Euronext Paris
PETR3,PETROLEO BRASILEIRO SA PETROBRAS,Energy,Brazil,USD,XBSP
HAL,HALLIBURTON,Energy,United States,USD,New York Stock Exchange Inc.
TPL,TEXAS PACIFIC LAND CORP,Energy,United States,USD,New York Stock Exchange Inc.
BMW,BMW AG,Consumer Discretionary,Germany,USD,Xetra
4901,FUJIFILM HOLDINGS CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
BAJFINANCE,BAJAJ FINANCE LTD,Financials,India,USD,National Stock Exchange Of India
HUBB,HUBBELL INC,Industrials,United States,USD,New York Stock Exchange Inc.
HINDUNILVR,HINDUSTAN UNILEVER LTD,Consumer Staples,India,USD,National Stock Exchange Of India
105560,KB FINANCIAL GROUP INC,Financials,Korea (South),USD,Korea Exchange (Stock Market)
RF,REGIONS FINANCIAL CORP,Financials,United States,USD,New York Stock Exchange Inc.
CINF,CINCINNATI FINANCIAL CORP,Financials,United States,USD,NASDAQ
FNV,FRANCO NEVADA CORP,Materials,Canada,USD,Toronto Stock Exchange
VNA,VONOVIA SE,Real Estate,Germany,USD,Xetra
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Australia,USD,Asx - All Markets
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,United States,USD,NASDAQ
EMAAR,EMAAR PROPERTIES,Real Estate,United Arab Emirates,USD,Dubai Financial Market
CNP,CENTERPOINT ENERGY INC,Utilities,United States,USD,New York Stock Exchange Inc.
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Sweden,USD,Nasdaq Omx Nordic
PTC,PTC INC,Information Technology,United States,USD,NASDAQ
WSP,WSP GLOBAL INC,Industrials,Canada,USD,Toronto Stock Exchange
8053,SUMITOMO CORP,Industrials,Japan,USD,Tokyo Stock Exchange
FE,FIRSTENERGY CORP,Utilities,United States,USD,New York Stock Exchange Inc.
NTR,NUTRIEN LTD,Materials,Canada,USD,Toronto Stock Exchange
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,United States,USD,New York Stock Exchange Inc.
K,KELLANOVA,Consumer Staples,United States,USD,New York Stock Exchange Inc.
KOTAKBANK,KOTAK MAHINDRA BANK LTD,Financials,India,USD,National Stock Exchange Of India
WAT,WATERS CORP,Health Care,United States,USD,New York Stock Exchange Inc.
CABK,CAIXABANK SA,Financials,Spain,USD,Bolsa De Madrid
PRU,PRUDENTIAL PLC,Financials,United Kingdom,USD,London Stock Exchange
LYV,LIVE NATION ENTERTAINMENT INC,Communication,United States,USD,New York Stock Exchange Inc.
4578,OTSUKA HOLDINGS LTD,Health Care,Japan,USD,Tokyo Stock Exchange
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,United States,USD,New York Stock Exchange Inc.
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,United States,USD,New York Stock Exchange Inc.
QNBK,QATAR NATIONAL BANK,Financials,Qatar,USD,Qatar Exchange
ZOMATO,ZOMATO LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
ILMN,ILLUMINA INC,Health Care,United States,USD,NASDAQ
BIIB,BIOGEN INC,Health Care,United States,USD,NASDAQ
6723,RENESAS ELECTRONICS CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
8801,MITSUI FUDOSAN LTD,Real Estate,Japan,USD,Tokyo Stock Exchange
5380,HYUNDAI MOTOR,Consumer Discretionary,Korea (South),USD,Korea Exchange (Stock Market)
EME,EMCOR GROUP INC,Industrials,United States,USD,New York Stock Exchange Inc.
NSIS B,NOVOZYMES B,Materials,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
INVH,INVITATION HOMES INC,Real Estate,United States,USD,New York Stock Exchange Inc.
2882,CATHAY FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
ATO,ATMOS ENERGY CORP,Utilities,United States,USD,New York Stock Exchange Inc.
8002,MARUBENI CORP,Industrials,Japan,USD,Tokyo Stock Exchange
CFG,CITIZENS FINANCIAL GROUP INC,Financials,United States,USD,New York Stock Exchange Inc.
ULTA,ULTA BEAUTY INC,Consumer Discretionary,United States,USD,NASDAQ
STE,STERIS,Health Care,United States,USD,New York Stock Exchange Inc.
PPL,PEMBINA PIPELINE CORP,Energy,Canada,USD,Toronto Stock Exchange
SSE,SSE PLC,Utilities,United Kingdom,USD,London Stock Exchange
PHIA,KONINKLIJKE PHILIPS NV,Health Care,Netherlands,USD,Euronext Amsterdam
2891,CTBC FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
NRG,NRG ENERGY INC,Utilities,United States,USD,New York Stock Exchange Inc.
FSR,FIRSTRAND LTD,Financials,South Africa,USD,Johannesburg Stock Exchange
6273,SMC (JAPAN) CORP,Industrials,Japan,USD,Tokyo Stock Exchange
UMG,UNIVERSAL MUSIC GROUP NV,Communication,Netherlands,USD,Euronext Amsterdam
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,United States,USD,NASDAQ
PSTG,PURE STORAGE INC CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
ES,EVERSOURCE ENERGY,Utilities,United States,USD,New York Stock Exchange Inc.
GEBN,GEBERIT AG,Industrials,Switzerland,USD,SIX Swiss Exchange
LII,LENNOX INTERNATIONAL INC,Industrials,United States,USD,New York Stock Exchange Inc.
6701,NEC CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
NTRS,NORTHERN TRUST CORP,Financials,United States,USD,NASDAQ
HEXA B,HEXAGON CLASS B,Information Technology,Sweden,USD,Nasdaq Omx Nordic
HEIA,HEINEKEN NV,Consumer Staples,Netherlands,USD,Euronext Amsterdam
DTG,DAIMLER TRUCK HOLDING E AG,Industrials,Germany,USD,Xetra
68270,CELLTRION INC,Health Care,Korea (South),USD,Korea Exchange (Stock Market)
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD,Health Care,India,USD,National Stock Exchange Of India
EBS,ERSTE GROUP BANK AG,Financials,Austria,USD,Wiener Boerse Ag
7010,SAUDI TELECOM,Communication,Saudi Arabia,USD,Saudi Stock Exchange
GLE,SOCIETE GENERALE SA,Financials,France,USD,Nyse Euronext - Euronext Paris
CVE,CENOVUS ENERGY INC,Energy,Canada,USD,Toronto Stock Exchange
DOCU,DOCUSIGN INC,Information Technology,United States,USD,NASDAQ
PKG,PACKAGING CORP OF AMERICA,Materials,United States,USD,New York Stock Exchange Inc.
EXE,EXPAND ENERGY CORP,Energy,United States,USD,NASDAQ
L,LOBLAW COMPANIES LTD,Consumer Staples,Canada,USD,Toronto Stock Exchange
5108,BRIDGESTONE CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
1211,SAUDI ARABIAN MINING,Materials,Saudi Arabia,USD,Saudi Stock Exchange
VOD,VODAFONE GROUP PLC,Communication,United Kingdom,USD,London Stock Exchange
POW,POWER CORPORATION OF CANADA,Financials,Canada,USD,Toronto Stock Exchange
WDC,WESTERN DIGITAL CORP,Information Technology,United States,USD,NASDAQ
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,United States,USD,NASDAQ
4452,KAO CORP,Consumer Staples,Japan,USD,Tokyo Stock Exchange
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,United States,USD,NASDAQ
6178,JAPAN POST HOLDINGS LTD,Financials,Japan,USD,Tokyo Stock Exchange
WY,WEYERHAEUSER REIT,Real Estate,United States,USD,New York Stock Exchange Inc.
CLX,CLOROX,Consumer Staples,United States,USD,New York Stock Exchange Inc.
TER,TERADYNE INC,Information Technology,United States,USD,NASDAQ
CBOE,CBOE GLOBAL MARKETS INC,Financials,United States,USD,Cboe BZX formerly known as BATS
FTS,FORTIS INC,Utilities,Canada,USD,Toronto Stock Exchange
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Canada,USD,Toronto Stock Exchange
2802,AJINOMOTO INC,Consumer Staples,Japan,USD,Tokyo Stock Exchange
VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,Germany,USD,Xetra
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Canada,USD,Toronto Stock Exchange
669,TECHTRONIC INDUSTRIES LTD,Industrials,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
ATCO B,ATLAS COPCO CLASS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
FMG,FORTESCUE LTD,Materials,Australia,USD,Asx - All Markets
LH,LABCORP HOLDINGS INC,Health Care,United States,USD,New York Stock Exchange Inc.
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,United States,USD,New York Stock Exchange Inc.
DVN,DEVON ENERGY CORP,Energy,United States,USD,New York Stock Exchange Inc.
AER,AERCAP HOLDINGS NV,Industrials,Netherlands,USD,New York Stock Exchange Inc.
LDOS,LEIDOS HOLDINGS INC,Industrials,United States,USD,New York Stock Exchange Inc.
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,United States,USD,New York Stock Exchange Inc.
SAND,SANDVIK,Industrials,Sweden,USD,Nasdaq Omx Nordic
VIE,VEOLIA ENVIRON. SA,Utilities,France,USD,Nyse Euronext - Euronext Paris
SNA,SNAP ON INC,Industrials,United States,USD,New York Stock Exchange Inc.
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,United States,USD,NASDAQ
TRU,TRANSUNION,Industrials,United States,USD,New York Stock Exchange Inc.
NBK,NATIONAL BANK OF KUWAIT,Financials,Kuwait,USD,Kuwait Stock Exchange
FSLR,FIRST SOLAR INC,Information Technology,United States,USD,NASDAQ
COO,COOPER INC,Health Care,United States,USD,NASDAQ
PODD,INSULET CORP,Health Care,United States,USD,NASDAQ
