Ticker,Name,Sector,Location,Currency,Exchange
2301,LITE ON TECHNOLOGY CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
CON,CONTINENTAL AG,Consumer Discretionary,Germany,USD,Xetra
TLKM,TELEKOMUNIKASI INDONESIA,Communication,Indonesia,USD,Indonesia Stock Exchange
SMIN,SMITHS GROUP PLC,Industrials,United Kingdom,USD,London Stock Exchange
TELIA,TELIA COMPANY,Communication,Sweden,USD,Nasdaq Omx Nordic
EUROB,EUROBANK HOLDINGS SA,Financials,Greece,USD,Athens Exchange S.A. Cash Market
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Industrials,Mexico,USD,Bolsa Mexicana De Valores
GPT,GPT GROUP STAPLED UNITS,Real Estate,Australia,USD,Asx - All Markets
P911,DR ING HC F PORSCHE PRF AG,Consumer Discretionary,Germany,USD,Xetra
QRVO,QORVO INC,Information Technology,United States,USD,NASDAQ
TATACONSUM,TATA CONSUMER PRODUCTS LTD,Consumer Staples,India,USD,National Stock Exchange Of India
AKRBP,AKER BP,Energy,Norway,USD,Oslo Bors Asa
2327,YAGEO CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
BIRG,BANK OF IRELAND GROUP PLC,Financials,Ireland,USD,Irish Stock Exchange - All Market
4911,SHISEIDO LTD,Consumer Staples,Japan,USD,Tokyo Stock Exchange
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,Financials,India,USD,National Stock Exchange Of India
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,United States,USD,New York Stock Exchange Inc.
SKF B,SKF B,Industrials,Sweden,USD,Nasdaq Omx Nordic
SKA B,SKANSKA B,Industrials,Sweden,USD,Nasdaq Omx Nordic
3606,FUYAO GLASS INDUSTRY GROUP LTD H,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
8951,NIPPON BUILDING FUND REIT INC,Real Estate,Japan,USD,Tokyo Stock Exchange
9502,CHUBU ELECTRIC POWER INC,Utilities,Japan,USD,Tokyo Stock Exchange
MOWI,MOWI,Consumer Staples,Norway,USD,Oslo Bors Asa
66570,LG ELECTRONICS INC,Consumer Discretionary,Korea (South),USD,Korea Exchange (Stock Market)
9868,XPENG CLASS A INC,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
ELE,ENDESA SA,Utilities,Spain,USD,Bolsa De Madrid
CTC.A,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Canada,USD,Toronto Stock Exchange
ADM,ADMIRAL GROUP PLC,Financials,United Kingdom,USD,London Stock Exchange
4612,NIPPON PAINT HOLDINGS LTD,Materials,Japan,USD,Tokyo Stock Exchange
BEIJ B,BEIJER REF CLASS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
7752,RICOH LTD,Information Technology,Japan,USD,Tokyo Stock Exchange
601318,PING AN INSURANCE (GROUP) OF CHINA,Financials,China,USD,Shanghai Stock Exchange
FOX,FOX CORP CLASS B,Communication,United States,USD,NASDAQ
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,United States,USD,NASDAQ
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,United States,USD,New York Stock Exchange Inc.
2313,SHENZHOU INTERNATIONAL GROUP LTD,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
6479,MINEBEA MITSUMI INC,Industrials,Japan,USD,Tokyo Stock Exchange
ASRNL,ASR NEDERLAND NV,Financials,Netherlands,USD,Euronext Amsterdam
EN,BOUYGUES SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
7912,DAI NIPPON PRINTING LTD,Industrials,Japan,USD,Tokyo Stock Exchange
267260,HD HYUNDAI ELECTRIC LTD,Industrials,Korea (South),USD,Korea Exchange (Stock Market)
SBRY,SAINSBURY(J) PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Italy,USD,Borsa Italiana
2002,CHINA STEEL CORP,Materials,Taiwan,USD,Taiwan Stock Exchange
2382,SUNNY OPTICAL TECHNOLOGY LTD,Information Technology,China,USD,Hong Kong Exchanges And Clearing Ltd
NEM,NEMETSCHEK,Information Technology,Germany,USD,Xetra
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Canada,USD,Toronto Stock Exchange
138040,MERITZ FINANCIAL GROUP INC,Financials,Korea (South),USD,Korea Exchange (Stock Market)
INDT,INDUTRADE,Industrials,Sweden,USD,Nasdaq Omx Nordic
9866,NIO CLASS A INC,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
IFT,INFRATIL LTD,Financials,New Zealand,USD,New Zealand Exchange Ltd
1101,TAIWAN CEMENT LTD,Materials,Taiwan,USD,Taiwan Stock Exchange
CPF.R,CHAROEN POKPHAND FOODS NON-VOTING,Consumer Staples,Thailand,USD,Stock Exchange Of Thailand
H78,HONGKONG LAND HOLDINGS LTD,Real Estate,Hong Kong,USD,Singapore Exchange
10140,SAMSUNG HEAVY INDUSTRIES LTD,Industrials,Korea (South),USD,Korea Exchange (Stock Market)
TREL B,TRELLEBORG B,Industrials,Sweden,USD,Nasdaq Omx Nordic
9042,HANKYU HANSHIN HOLDINGS INC,Industrials,Japan,USD,Tokyo Stock Exchange
ZEAL,ZEALAND PHARMA,Health Care,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
858,WULIANGYE YIBIN LTD A,Consumer Staples,China,USD,Shenzhen Stock Exchange
6645,OMRON CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
1801,INNOVENT BIOLOGICS INC,Health Care,China,USD,Hong Kong Exchanges And Clearing Ltd
5019,IDEMITSU KOSAN LTD,Energy,Japan,USD,Tokyo Stock Exchange
T,TELUS CORP,Communication,Canada,USD,Toronto Stock Exchange
4523,EISAI LTD,Health Care,Japan,USD,Tokyo Stock Exchange
259960,KRAFTON INC,Communication,Korea (South),USD,Korea Exchange (Stock Market)
4013,DR SULAIMAN AL HABIB MEDICAL GRP,Health Care,Saudi Arabia,USD,Saudi Stock Exchange
600900,CHINA YANGTZE POWER LTD A,Utilities,China,USD,Shanghai Stock Exchange
28300,HLB INC,Health Care,Korea (South),USD,Korea Exchange (Kosdaq)
TLC,THE LOTTERY CORPORATION LTD,Consumer Discretionary,Australia,USD,Asx - All Markets
EMBR3,EMBRAER SA,Industrials,Brazil,USD,XBSP
BBAS3,BANCO DO BRASIL SA,Financials,Brazil,USD,XBSP
267,CITIC LTD,Industrials,China,USD,Hong Kong Exchanges And Clearing Ltd
KEY,KEYERA CORP,Energy,Canada,USD,Toronto Stock Exchange
UU.,UNITED UTILITIES GROUP PLC,Utilities,United Kingdom,USD,London Stock Exchange
MKS,MARKS AND SPENCER GROUP PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
6506,YASKAWA ELECTRIC CORP,Industrials,Japan,USD,Tokyo Stock Exchange
788,CHINA TOWER CORP LTD H,Communication,China,USD,Hong Kong Exchanges And Clearing Ltd
316140,WOORI FINANCIAL GROUP INC,Financials,Korea (South),USD,Korea Exchange (Stock Market)
8069,E INK HOLDINGS INC,Information Technology,Taiwan,USD,Gretai Securities Market
4704,TREND MICRO INC,Information Technology,Japan,USD,Tokyo Stock Exchange
IQCD,INDUSTRIES QATAR,Industrials,Qatar,USD,Qatar Exchange
EQTL3,EQUATORIAL SA,Utilities,Brazil,USD,XBSP
CHOLAFIN,CHOLAMANDALAM INVESTMENT AND FINAN,Financials,India,USD,National Stock Exchange Of India
9CI,CAPITALAND INVESTMENT LTD,Real Estate,Singapore,USD,Singapore Exchange
1050,BANQUE SAUDI FRANSI,Financials,Saudi Arabia,USD,Saudi Stock Exchange
DMART,AVENUE SUPERMARTS LTD,Consumer Staples,India,USD,National Stock Exchange Of India
BRITANNIA,BRITANNIA INDUSTRIES LTD,Consumer Staples,India,USD,National Stock Exchange Of India
836,CHINA RESOURCES POWER LTD,Utilities,China,USD,Hong Kong Exchanges And Clearing Ltd
SECU B,SECURITAS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
TWE,TREASURY WINE ESTATES LTD,Consumer Staples,Australia,USD,Asx - All Markets
7911,TOPPAN HOLDINGS INC,Industrials,Japan,USD,Tokyo Stock Exchange
3017,ASIA VITAL COMPONENTS LTD,Information Technology,Taiwan,USD,Taiwan Stock Exchange
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
FORTUM,FORTUM,Utilities,Finland,USD,Nasdaq Omx Helsinki Ltd.
LAND,LAND SECURITIES GROUP REIT PLC,Real Estate,United Kingdom,USD,London Stock Exchange
ERF,EUROFINS SCIENTIFIC,Health Care,France,USD,Nyse Euronext - Euronext Paris
4204,SEKISUI CHEMICAL LTD,Industrials,Japan,USD,Tokyo Stock Exchange
STERV,STORA ENSO CLASS R,Materials,Finland,USD,Nasdaq Omx Helsinki Ltd.
SEK,SEEK LTD,Communication,Australia,USD,Asx - All Markets
PKN,ORLEN SA,Energy,Poland,USD,Warsaw Stock Exchange/Equities/Main Market
SRT3,SARTORIUS PREF AG,Health Care,Germany,USD,Xetra
688,CHINA OVERSEAS LAND INVESTMENT LTD,Real Estate,China,USD,Hong Kong Exchanges And Clearing Ltd
6724,SEIKO EPSON CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
HAVELLS,HAVELLS INDIA LTD,Industrials,India,USD,National Stock Exchange Of India
HEROMOTOCO,HERO MOTOCORP LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Canada,USD,Toronto Stock Exchange
HELN,HELVETIA HOLDING AG,Financials,Switzerland,USD,SIX Swiss Exchange
4188,MITSUBISHI CHEMICAL GROUP CORP,Materials,Japan,USD,Tokyo Stock Exchange
5201,AGC INC,Industrials,Japan,USD,Tokyo Stock Exchange
ALA,ALTAGAS LTD,Utilities,Canada,USD,Toronto Stock Exchange
7259,AISIN CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
BKG,BERKELEY GROUP HOLDINGS (THE) PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
WFG,WEST FRASER TIMBER LTD,Materials,Canada,USD,Toronto Stock Exchange
LEG,LEG IMMOBILIEN N,Real Estate,Germany,USD,Xetra
BEN,FRANKLIN RESOURCES INC,Financials,United States,USD,New York Stock Exchange Inc.
MGR,MIRVAC GROUP STAPLED UNITS,Real Estate,Australia,USD,Asx - All Markets
3888,KINGSOFT LTD,Communication,China,USD,Hong Kong Exchanges And Clearing Ltd
BPAC11,BCO BTG PACTUAL UNT SA,Financials,Brazil,USD,XBSP
2207,HOTAI MOTOR LTD,Consumer Discretionary,Taiwan,USD,Taiwan Stock Exchange
7186,CONCORDIA FINANCIAL GROUP LTD,Financials,Japan,USD,Tokyo Stock Exchange
288,WH GROUP LTD,Consumer Staples,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
C6L,SINGAPORE AIRLINES LTD,Industrials,Singapore,USD,Singapore Exchange
INDU C,INDUSTRIVARDEN SERIES,Financials,Sweden,USD,Nasdaq Omx Nordic
7550,ZENSHO HOLDINGS LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
S63,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,Singapore,USD,Singapore Exchange
CGPOWER,CG POWER AND INDUSTRIAL SOLUTIONS,Industrials,India,USD,National Stock Exchange Of India
3626,TIS INC,Information Technology,Japan,USD,Tokyo Stock Exchange
5713,SUMITOMO METAL MINING LTD,Materials,Japan,USD,Tokyo Stock Exchange
DCC,DCC PLC,Industrials,United Kingdom,USD,London Stock Exchange
7201,NISSAN MOTOR LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
BPCL,BHARAT PETROLEUM LTD,Energy,India,USD,National Stock Exchange Of India
TW.,TAYLOR WIMPEY PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
APA,APA GROUP UNITS,Utilities,Australia,USD,Asx - All Markets
DHER,DELIVERY HERO,Consumer Discretionary,Germany,USD,Xetra
66,MTR CORPORATION CORP LTD,Industrials,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
WTB,WHITBREAD PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
291,CHINA RESOURCES BEER HOLDINGS LTD,Consumer Staples,China,USD,Hong Kong Exchanges And Clearing Ltd
2912,PRESIDENT CHAIN STORE CORP,Consumer Staples,Taiwan,USD,Taiwan Stock Exchange
4768,OTSUKA CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
1140,BANK ALBILAD,Financials,Saudi Arabia,USD,Saudi Stock Exchange
BDO,BDO UNIBANK INC,Financials,Philippines,USD,Philippine Stock Exchange Inc.
OMV,OMV AG,Energy,Austria,USD,Wiener Boerse Ag
7020,ETIHAD ETISALAT,Communication,Saudi Arabia,USD,Saudi Stock Exchange
SBSP3,COMPANHIA DE SANEAMENTO BASICO DE,Utilities,Brazil,USD,XBSP
GET,GETLINK,Industrials,France,USD,Nyse Euronext - Euronext Paris
2395,ADVANTECH LTD,Information Technology,Taiwan,USD,Taiwan Stock Exchange
9107,KAWASAKI KISEN LTD,Industrials,Japan,USD,Tokyo Stock Exchange
NIBE B,NIBE INDUSTRIER CLASS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
10130,KOREA ZINC INC,Materials,Korea (South),USD,Korea Exchange (Stock Market)
998,CHINA CITIC BANK CORP LTD H,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
402340,SK SQUARE LTD,Industrials,Korea (South),USD,Korea Exchange (Stock Market)
JMT,JERONIMO MARTINS SA,Consumer Staples,Portugal,USD,Nyse Euronext - Euronext Lisbon
1093,CSPC PHARMACEUTICAL GROUP LTD,Health Care,China,USD,Hong Kong Exchanges And Clearing Ltd
1816,CGN POWER LTD H,Utilities,China,USD,Hong Kong Exchanges And Clearing Ltd
PIDILITIND,PIDILITE INDUSTRIES LTD,Materials,India,USD,National Stock Exchange Of India
BTRW,BARRATT REDROW PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
GAIL,GAIL INDIA LTD,Utilities,India,USD,National Stock Exchange Of India
ADIB,ABU DHABI ISLAMIC BANK,Financials,United Arab Emirates,USD,Abu Dhabi Securities Exchange
9602,TOHO (TOKYO) LTD,Communication,Japan,USD,Tokyo Stock Exchange
4324,DENTSU GROUP INC,Communication,Japan,USD,Tokyo Stock Exchange
LUN,LUNDIN MINING CORP,Materials,Canada,USD,Toronto Stock Exchange
2688,ENN ENERGY HOLDINGS LTD,Utilities,China,USD,Hong Kong Exchanges And Clearing Ltd
AKBNK.E,AKBANK A,Financials,Turkey,USD,Istanbul Stock Exchange
LODHA,MACROTECH DEVELOPERS LTD,Real Estate,India,USD,National Stock Exchange Of India
32830,SAMSUNG LIFE LTD,Financials,Korea (South),USD,Korea Exchange (Stock Market)
GLBE,GLOBAL E ONLINE LTD,Consumer Discretionary,Israel,USD,NASDAQ
DIB,DB ISLAMIC BANK,Financials,United Arab Emirates,USD,Dubai Financial Market
2331,LI NING LTD,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
DIM,SARTORIUS STEDIM BIOTECH SA,Health Care,France,USD,Nyse Euronext - Euronext Paris
285,BYD ELECTRONIC (INTERNATIONAL) LTD,Information Technology,China,USD,Hong Kong Exchanges And Clearing Ltd
METSO,METSO CORPORATION,Industrials,Finland,USD,Nasdaq Omx Helsinki Ltd.
ICICIGI,ICICI LOMBARD GENERAL INSURANCE CO,Financials,India,USD,National Stock Exchange Of India
6841,YOKOGAWA ELECTRIC CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
