iShares MSCI ACWI ETF
Fund Holdings as of,"Dec 24, 2024"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"163,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"9910","FENG TAY ENTERPRISES LTD","Consumer Discretionary","Equity","628,255.49","0.00","628,255.49","152,096.00","4.13","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"9896","MINISO GROUP HOLDING LTD","Consumer Discretionary","Equity","628,365.15","0.00","628,365.15","100,424.00","6.26","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SONACOMS","SONA BLW PRECISION FORGINGS LTD","Consumer Discretionary","Equity","629,276.09","0.00","629,276.09","90,117.00","6.98","India","National Stock Exchange Of India","USD","85.20","INR","-"
"3653","JENTECH PRECISION INDUSTRIAL LTD","Information Technology","Equity","627,552.97","0.00","627,552.97","14,000.00","44.83","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"600150","CHINA CSSC HOLDINGS LTD A","Industrials","Equity","624,541.90","0.00","624,541.90","126,200.00","4.95","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"000568","LUZHOU LAO JIAO LTD A","Consumer Staples","Equity","625,756.92","0.00","625,756.92","35,100.00","17.83","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"TIMS3","TIM SA","Communication","Equity","622,222.50","0.00","622,222.50","258,594.00","2.41","Brazil","XBSP","USD","6.19","BRL","-"
"051900","LG H & H LTD","Consumer Staples","Equity","622,714.73","0.00","622,714.73","2,907.00","214.21","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"PE&OLES*","INDUST PENOLES","Materials","Equity","619,431.44","0.00","619,431.44","45,395.00","13.65","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"1605","WALSIN LIHWA CORP","Industrials","Equity","617,353.76","0.00","617,353.76","816,869.00","0.76","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"352820","HYBE LTD","Communication","Equity","614,486.10","0.00","614,486.10","4,578.00","134.23","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"1818","ZHAOJIN MINING INDUSTRY LTD H","Materials","Equity","611,197.16","0.00","611,197.16","444,500.00","1.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"090430","AMOREPACIFIC CORP","Consumer Staples","Equity","610,180.98","0.00","610,180.98","8,146.00","74.91","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"TM","TELEKOM MALAYSIA","Communication","Equity","605,653.67","0.00","605,653.67","404,400.00","1.50","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"696","TRAVELSKY TECHNOLOGY LTD H","Consumer Discretionary","Equity","602,506.71","0.00","602,506.71","444,000.00","1.36","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MISC","MISC","Industrials","Equity","604,084.24","0.00","604,084.24","365,300.00","1.65","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"3998","BOSIDENG INTERNATIONAL LTD","Consumer Discretionary","Equity","601,239.84","0.00","601,239.84","1,128,000.00","0.53","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"042660","HANWHA OCEAN LTD","Industrials","Equity","598,961.89","0.00","598,961.89","24,233.00","24.72","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","598,966.92","0.00","598,966.92","48,226.00","12.42","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FALABELLA","FALABELLA SACI SA","Consumer Discretionary","Equity","599,083.77","0.00","599,083.77","170,213.00","3.52","Chile","Santiago Stock Exchange","USD","990.45","CLP","-"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","599,421.75","0.00","599,421.75","33,914.00","17.67","Norway","Oslo Bors Asa","USD","11.37","NOK","-"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","Industrials","Equity","597,104.27","0.00","597,104.27","363,928.00","1.64","Brazil","XBSP","USD","6.19","BRL","-"
"358","JIANGXI COPPER LTD H","Materials","Equity","597,709.58","0.00","597,709.58","375,000.00","1.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrials","Equity","595,327.76","0.00","595,327.76","40,000.00","14.88","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SUNDARMFIN","SUNDARAM FINANCE LTD","Financials","Equity","596,348.12","0.00","596,348.12","11,550.00","51.63","India","National Stock Exchange Of India","USD","85.20","INR","-"
"002352","S.F. HOLDING LTD A","Industrials","Equity","593,272.77","0.00","593,272.77","105,100.00","5.64","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"LEGN","LEGEND BIOTECH ADR REP CORP","Health Care","Equity","594,008.00","0.00","594,008.00","18,110.00","32.80","China","NASDAQ","USD","1.00","USD","-"
"3328","BANK OF COMMUNICATIONS LTD H","Financials","Equity","594,132.98","0.00","594,132.98","736,000.00","0.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2607","SHANGHAI PHARMACEUTICALS HOLDING L","Health Care","Equity","589,094.84","0.00","589,094.84","355,800.00","1.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2615","WAN HAI LINES LTD","Industrials","Equity","589,326.40","0.00","589,326.40","234,600.00","2.51","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"9945","RUENTEX DEVELOPMENT LTD","Real Estate","Equity","589,679.49","0.00","589,679.49","445,600.00","1.32","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","588,057.00","0.00","588,057.00","92,524,889.00","0.64","Japan","-","USD","157.34","JPY","-"
"AUBANK","AU SMALL FINANCE BANK LTD","Financials","Equity","587,480.30","0.00","587,480.30","90,001.00","6.53","India","National Stock Exchange Of India","USD","85.20","INR","-"
"2883","CHINA OILFIELD SERVICES LTD H","Energy","Equity","586,572.94","0.00","586,572.94","670,000.00","0.88","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Consumer Discretionary","Equity","583,138.60","0.00","583,138.60","138,300.00","4.22","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"RHBBANK","RHB BANK","Financials","Equity","581,477.16","0.00","581,477.16","406,400.00","1.43","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Equity","582,144.97","0.00","582,144.97","721,997.00","0.81","Turkey","Istanbul Stock Exchange","USD","35.25","TRY","-"
"003490","KOREAN AIR LINES LTD","Industrials","Equity","578,779.33","0.00","578,779.33","35,198.00","16.44","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"000651","GREE ELECTRIC APPLIANCES INC OF ZH","Consumer Discretionary","Equity","576,408.68","0.00","576,408.68","92,300.00","6.24","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"NTCO3","NATURA CO HOLDING SA","Consumer Staples","Equity","576,494.80","0.00","576,494.80","272,095.00","2.12","Brazil","XBSP","USD","6.19","BRL","-"
"177","JIANGSU EXPRESSWAY LTD H","Industrials","Equity","574,115.34","0.00","574,115.34","524,000.00","1.10","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MRF","MRF LTD","Consumer Discretionary","Equity","572,155.42","0.00","572,155.42","374.00","1,529.83","India","National Stock Exchange Of India","USD","85.20","INR","-"
"ANA","ACCIONA SA","Utilities","Equity","567,702.16","0.00","567,702.16","4,957.00","114.53","Spain","Bolsa De Madrid","USD","0.96","EUR","-"
"017670","SK TELECOM LTD","Communication","Equity","568,584.96","0.00","568,584.96","14,580.00","39.00","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"TATACOMM","TATA COMMUNICATIONS LTD","Communication","Equity","564,709.78","0.00","564,709.78","27,944.00","20.21","India","National Stock Exchange Of India","USD","85.20","INR","-"
"3702","WPG HOLDINGS LTD","Information Technology","Equity","562,062.27","0.00","562,062.27","267,000.00","2.11","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"BANKBARODA","BANK OF BARODA LTD","Financials","Equity","562,111.75","0.00","562,111.75","195,520.00","2.87","India","National Stock Exchange Of India","USD","85.20","INR","-"
"601881","CHINA GALAXY SECURITIES LTD A","Financials","Equity","557,644.51","0.00","557,644.51","257,600.00","2.16","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"KLBF","KALBE FARMA","Health Care","Equity","556,705.37","0.00","556,705.37","6,437,900.00","0.09","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"128940","HANMI PHARM LTD","Health Care","Equity","557,222.79","0.00","557,222.79","3,034.00","183.66","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"2588","BOC AVIATION LTD","Industrials","Equity","555,049.15","0.00","555,049.15","70,100.00","7.92","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"601668","CHINA STATE CONSTRUCTION ENGINEERI","Industrials","Equity","553,342.31","0.00","553,342.31","670,877.00","0.82","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"UGPA3","ULTRAPAR PARTICIPOES SA","Energy","Equity","551,527.48","0.00","551,527.48","210,171.00","2.62","Brazil","XBSP","USD","6.19","BRL","-"
"SSW","SIBANYE STILLWATER LTD","Materials","Equity","542,132.38","0.00","542,132.38","620,095.00","0.87","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"BCE","BCE INC","Communication","Equity","542,555.61","0.00","542,555.61","23,695.00","22.90","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"JSL","JINDAL STAINLESS LTD","Materials","Equity","543,270.90","0.00","543,270.90","63,403.00","8.57","India","National Stock Exchange Of India","USD","85.20","INR","-"
"2801","CHANG HWA COMMERCIAL BANK LTD","Financials","Equity","543,678.17","0.00","543,678.17","1,001,057.00","0.54","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"000001","PING AN BANK LTD A","Financials","Equity","541,594.80","0.00","541,594.80","333,300.00","1.62","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"UNIONBANK","UNION BANK OF INDIA LTD","Financials","Equity","539,794.67","0.00","539,794.67","389,228.00","1.39","India","National Stock Exchange Of India","USD","85.20","INR","-"
"BANB","BACHEM HOLDING AG","Health Care","Equity","536,519.51","0.00","536,519.51","8,362.00","64.16","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"YTLPOWR","YTL POWER INTERNATIONAL","Utilities","Equity","537,593.72","0.00","537,593.72","575,700.00","0.93","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"THERMAX","THERMAX","Industrials","Equity","534,187.15","0.00","534,187.15","10,245.00","52.14","India","National Stock Exchange Of India","USD","85.20","INR","-"
"4210","SAUDI RESEARCH AND MEDIA GROUP","Communication","Equity","535,540.82","0.00","535,540.82","7,060.00","75.86","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"GENTING","GENTING","Consumer Discretionary","Equity","532,219.52","0.00","532,219.52","650,700.00","0.82","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"AC","AYALA CORP","Industrials","Equity","532,249.79","0.00","532,249.79","51,850.00","10.27","Philippines","Philippine Stock Exchange Inc.","USD","58.45","PHP","-"
"INARI","INARI AMERTRON","Information Technology","Equity","532,305.55","0.00","532,305.55","783,100.00","0.68","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"AFX","CARL ZEISS MEDITEC AG","Health Care","Equity","531,216.77","0.00","531,216.77","11,021.00","48.20","Germany","Xetra","USD","0.96","EUR","-"
"300433","LENS TECHNOLOGY LTD A","Information Technology","Equity","525,448.09","0.00","525,448.09","170,600.00","3.08","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"YTL","YTL CORPORATION","Utilities","Equity","522,955.20","0.00","522,955.20","902,500.00","0.58","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"271560","ORION CORP","Consumer Staples","Equity","523,427.39","0.00","523,427.39","7,240.00","72.30","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"576","ZHEJIANG EXPRESSWAY LTD H","Industrials","Equity","517,833.80","0.00","517,833.80","728,640.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"IDEA","VODAFONE IDEA LTD","Communication","Equity","515,159.12","0.00","515,159.12","5,883,673.00","0.09","India","National Stock Exchange Of India","USD","85.20","INR","-"
"MPHC","MESAIEED PETROCHEMICAL HOLDING","Materials","Equity","515,304.02","0.00","515,304.02","1,233,545.00","0.42","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"300498","WENS FOODSTUFF GROUP LTD","Consumer Staples","Equity","512,684.51","0.00","512,684.51","221,416.00","2.32","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"600019","BAOSHAN IRON & STEEL LTD A","Materials","Equity","510,723.83","0.00","510,723.83","531,000.00","0.96","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","508,752.21","0.00","508,752.21","18,903.00","26.91","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"601012","LONGI GREEN ENERGY TECHNOLOGY LTD","Information Technology","Equity","509,348.21","0.00","509,348.21","226,820.00","2.25","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","507,164.36","0.00","507,164.36","16,252.00","31.21","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"136","CHINA RUYI HOLDINGS LTD","Communication","Equity","505,142.81","0.00","505,142.81","1,608,000.00","0.31","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ATHM","AUTOHOME ADS REPRESENTING INC CLA","Communication","Equity","501,571.35","0.00","501,571.35","18,963.00","26.45","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1548","GENSCRIPT BIOTECH CORP","Health Care","Equity","501,612.56","0.00","501,612.56","390,000.00","1.29","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","502,438.64","0.00","502,438.64","62,183.00","8.08","Brazil","NASDAQ","USD","1.00","USD","-"
"1882","HAITIAN INTERNATIONAL LTD","Industrials","Equity","499,138.04","0.00","499,138.04","196,000.00","2.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CSAN3","COSAN INDUSTRIA E COMERCIO SA","Energy","Equity","497,640.77","0.00","497,640.77","360,842.00","1.38","Brazil","XBSP","USD","6.19","BRL","-"
"241560","DOOSAN BOBCAT INC","Industrials","Equity","498,600.62","0.00","498,600.62","15,668.00","31.82","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","495,587.18","0.00","495,587.18","182,000.00","2.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SISE.E","TURKIYE SISE VE CAM FABRIKALARI A","Industrials","Equity","496,467.32","0.00","496,467.32","403,394.00","1.23","Turkey","Istanbul Stock Exchange","USD","35.25","TRY","-"
"600795","GD POWER DEVELOPMENT LTD A","Utilities","Equity","493,924.12","0.00","493,924.12","770,300.00","0.64","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"CMPC","EMPRESAS CMPC SA","Materials","Equity","494,427.04","0.00","494,427.04","321,350.00","1.54","Chile","Santiago Stock Exchange","USD","990.45","CLP","-"
"600089","TBEA LTD A","Industrials","Equity","494,861.28","0.00","494,861.28","286,200.00","1.73","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"3323","CHINA NATIONAL BUILDING MATERIAL L","Materials","Equity","491,299.90","0.00","491,299.90","1,060,000.00","0.46","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"600919","BANK OF JIANGSU CORPORATION LTD A","Financials","Equity","490,910.44","0.00","490,910.44","374,400.00","1.31","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"1519","FORTUNE ELECTRIC LTD","Industrials","Equity","488,903.85","0.00","488,903.85","29,700.00","16.46","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"ASTRAL","ASTRAL LTD","Industrials","Equity","489,159.90","0.00","489,159.90","24,610.00","19.88","India","National Stock Exchange Of India","USD","85.20","INR","-"
"EDV","ENDEAVOUR MINING","Materials","Equity","485,672.59","0.00","485,672.59","27,046.00","17.96","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"028050","SAMSUNG E&A LTD","Industrials","Equity","484,152.13","0.00","484,152.13","41,262.00","11.73","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"011070","LG INNOTEK LTD","Information Technology","Equity","484,476.62","0.00","484,476.62","4,287.00","113.01","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"CNH","CNH CASH","Cash and/or Derivatives","Cash","483,219.54","0.00","483,219.54","3,530,499.00","13.69","China","-","USD","7.31","CNH","Dec 31, 1989"
"601211","GUOTAI JUNAN SECURITIES LTD A","Financials","Equity","478,248.18","0.00","478,248.18","184,200.00","2.60","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"AMS","ANGLO AMERICAN PLATINUM LTD","Materials","Equity","478,803.58","0.00","478,803.58","15,298.00","31.30","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"000425","XCMG CONSTRUCTION MACHINERY LTD A","Industrials","Equity","473,774.10","0.00","473,774.10","448,500.00","1.06","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"PETRONET","PETRONET LNG LTD","Energy","Equity","473,027.65","0.00","473,027.65","118,276.00","4.00","India","National Stock Exchange Of India","USD","85.20","INR","-"
"002230","IFLYTEK LTD A","Information Technology","Equity","473,267.29","0.00","473,267.29","68,700.00","6.89","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"002311","GUANGDONG HAID GROUP LTD A","Consumer Staples","Equity","468,399.17","0.00","468,399.17","69,500.00","6.74","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"601127","SERES GROUP LTD A","Consumer Discretionary","Equity","469,669.12","0.00","469,669.12","26,100.00","17.99","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"2633","TAIWAN HIGH SPEED RAIL CORP","Industrials","Equity","466,082.77","0.00","466,082.77","545,000.00","0.86","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"NESTLE","NESTLE MALAYSIA","Consumer Staples","Equity","466,440.83","0.00","466,440.83","21,400.00","21.80","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"601888","CHINA TOURISM GROUP DUTY FREE CORP","Consumer Discretionary","Equity","463,190.10","0.00","463,190.10","48,692.00","9.51","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
