iShares MSCI ACWI ETF
Fund Holdings as of,"Dec 24, 2024"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"163,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BAJAJ.AUTO","BAJAJ AUTO","Consumer Discretionary","Equity","1,858,096.35","0.01","1,858,096.35","18,035.00","103.03","India","National Stock Exchange Of India","USD","85.20","INR","-"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Health Care","Equity","1,854,264.84","0.01","1,854,264.84","2,574,300.00","0.72","Thailand","Stock Exchange Of Thailand","USD","34.15","THB","-"
"ALDAR","ALDAR PROPERTIES","Real Estate","Equity","1,854,313.94","0.01","1,854,313.94","911,754.00","2.03","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"4689","LY CORP","Communication","Equity","1,850,625.52","0.01","1,850,625.52","688,200.00","2.69","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"FGR","EIFFAGE SA","Industrials","Equity","1,852,260.76","0.01","1,852,260.76","21,588.00","85.80","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"LTIM","LTIMINDTREE LTD","Information Technology","Equity","1,849,064.84","0.01","1,849,064.84","27,515.00","67.20","India","National Stock Exchange Of India","USD","85.20","INR","-"
"PEO","BANK PEKAO SA","Financials","Equity","1,846,959.69","0.01","1,846,959.69","54,196.00","34.08","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.10","PLN","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","1,847,001.64","0.01","1,847,001.64","5,588.00","330.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","1,847,262.66","0.01","1,847,262.66","72,640.00","25.43","India","National Stock Exchange Of India","USD","85.20","INR","-"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","1,844,572.90","0.01","1,844,572.90","34,100.00","54.09","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"MPL","MEDIBANK PRIVATE LTD","Financials","Equity","1,837,828.98","0.01","1,837,828.98","774,518.00","2.37","Australia","Asx - All Markets","USD","1.61","AUD","-"
"2801","KIKKOMAN CORP","Consumer Staples","Equity","1,838,558.85","0.01","1,838,558.85","166,300.00","11.06","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"7701","SHIMADZU CORP","Information Technology","Equity","1,834,997.46","0.01","1,834,997.46","65,100.00","28.19","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Financials","Equity","1,827,345.69","0.01","1,827,345.69","112,251.00","16.28","India","National Stock Exchange Of India","USD","85.20","INR","-"
"APA","APA CORP","Energy","Equity","1,827,522.81","0.01","1,827,522.81","83,563.00","21.87","United States","NASDAQ","USD","1.00","USD","-"
"ORK","ORKLA","Consumer Staples","Equity","1,825,315.79","0.01","1,825,315.79","210,525.00","8.67","Norway","Oslo Bors Asa","USD","11.37","NOK","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","1,825,675.56","0.01","1,825,675.56","9,486.00","192.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","1,823,612.40","0.01","1,823,612.40","26,661.00","68.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Equity","1,808,193.33","0.01","1,808,193.33","267,381.00","6.76","Israel","Tel Aviv Stock Exchange","USD","3.65","ILS","-"
"CNA","CENTRICA PLC","Utilities","Equity","1,805,538.27","0.01","1,805,538.27","1,116,142.00","1.62","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"SW","SODEXO SA","Consumer Discretionary","Equity","1,801,949.76","0.01","1,801,949.76","22,116.00","81.48","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"7203","AL-ELM INFORMATION SECURITY COMPAN","Information Technology","Equity","1,802,442.67","0.01","1,802,442.67","5,931.00","303.90","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"VEDL","VEDANTA LTD","Materials","Equity","1,800,682.91","0.01","1,800,682.91","332,007.00","5.42","India","National Stock Exchange Of India","USD","85.20","INR","-"
"1928","SANDS CHINA LTD","Consumer Discretionary","Equity","1,798,137.03","0.01","1,798,137.03","649,600.00","2.77","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"LUPIN","LUPIN LTD","Health Care","Equity","1,794,989.84","0.01","1,794,989.84","70,495.00","25.46","India","National Stock Exchange Of India","USD","85.20","INR","-"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Financials","Equity","1,791,843.95","0.01","1,791,843.95","2,214,062.00","0.81","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Consumer Staples","Equity","1,784,154.16","0.01","1,784,154.16","128,669.00","13.87","Turkey","Istanbul Stock Exchange","USD","35.25","TRY","-"
"ASII","ASTRA INTERNATIONAL","Industrials","Equity","1,782,872.88","0.01","1,782,872.88","5,914,900.00","0.30","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"CEZ","CEZ","Utilities","Equity","1,780,555.16","0.01","1,780,555.16","45,229.00","39.37","Czech Republic","Prague Stock Exchange","USD","24.18","CZK","-"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Information Technology","Equity","1,781,878.37","0.01","1,781,878.37","23,905.00","74.54","India","National Stock Exchange Of India","USD","85.20","INR","-"
"AZPN","ASPEN TECHNOLOGY INC","Information Technology","Equity","1,771,149.60","0.01","1,771,149.60","7,062.00","250.80","United States","NASDAQ","USD","1.00","USD","-"
"ENX","EURONEXT NV","Financials","Equity","1,769,978.68","0.01","1,769,978.68","15,932.00","111.10","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"2280","ALMARAI","Consumer Staples","Equity","1,761,874.76","0.01","1,761,874.76","114,644.00","15.37","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"AUD","AUD CASH","Cash and/or Derivatives","Cash","1,757,576.83","0.01","1,757,576.83","2,822,057.00","62.28","Australia","-","USD","1.61","AUD","-"
"TLKM","TELEKOMUNIKASI INDONESIA","Communication","Equity","1,756,121.68","0.01","1,756,121.68","10,376,500.00","0.17","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"HTHT","H WORLD GROUP ADR LTD","Consumer Discretionary","Equity","1,753,045.27","0.01","1,753,045.27","51,697.00","33.91","China","NASDAQ","USD","1.00","USD","-"
"REA","REA GROUP LTD","Communication","Equity","1,753,664.05","0.01","1,753,664.05","12,025.00","145.84","Australia","Asx - All Markets","USD","1.61","AUD","-"
"ZAL","ZALANDO","Consumer Discretionary","Equity","1,754,284.35","0.01","1,754,284.35","51,480.00","34.08","Germany","Xetra","USD","0.96","EUR","-"
"KGF","KINGFISHER PLC","Consumer Discretionary","Equity","1,754,559.07","0.01","1,754,559.07","564,409.00","3.11","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"ADDT B","ADDTECH CLASS B","Industrials","Equity","1,754,679.56","0.01","1,754,679.56","64,399.00","27.25","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"SIEMENS","SIEMENS LTD","Industrials","Equity","1,752,587.51","0.01","1,752,587.51","22,438.00","78.11","India","National Stock Exchange Of India","USD","85.20","INR","-"
"SUZLON","SUZLON ENERGY LTD","Industrials","Equity","1,746,429.34","0.01","1,746,429.34","2,293,787.00","0.76","India","National Stock Exchange Of India","USD","85.20","INR","-"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Communication","Equity","1,739,157.04","0.01","1,739,157.04","58,000.00","29.99","Taiwan","Gretai Securities Market","USD","32.68","TWD","-"
"8473","SBI HOLDINGS INC","Financials","Equity","1,737,998.35","0.01","1,737,998.35","68,330.00","25.44","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","1,734,292.81","0.01","1,734,292.81","25,654.00","67.60","Belgium","Nyse Euronext - Euronext Brussels","USD","0.96","EUR","-"
"GPT","GPT GROUP STAPLED UNITS","Real Estate","Equity","1,730,964.56","0.01","1,730,964.56","596,422.00","2.90","Australia","Asx - All Markets","USD","1.61","AUD","-"
"DLF","DLF LTD","Real Estate","Equity","1,727,988.70","0.01","1,727,988.70","174,916.00","9.88","India","National Stock Exchange Of India","USD","85.20","INR","-"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrials","Equity","1,728,430.00","0.01","1,728,430.00","41,800.00","41.35","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"3037","UNIMICRON TECHNOLOGY CORP","Information Technology","Equity","1,727,346.44","0.01","1,727,346.44","388,000.00","4.45","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"6383","DAIFUKU LTD","Industrials","Equity","1,725,032.41","0.01","1,725,032.41","81,900.00","21.06","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"012450","HANWHA AEROSPACE LTD","Industrials","Equity","1,719,991.76","0.01","1,719,991.76","7,732.00","222.45","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"ABN","ABN AMRO BANK NV","Financials","Equity","1,718,004.46","0.01","1,718,004.46","112,918.00","15.21","Netherlands","Euronext Amsterdam","USD","0.96","EUR","-"
"2301","LITE ON TECHNOLOGY CORP","Information Technology","Equity","1,718,947.45","0.01","1,718,947.45","559,000.00","3.08","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"9992","POP MART INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","1,719,487.84","0.01","1,719,487.84","153,600.00","11.19","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","1,716,514.95","0.01","1,716,514.95","22,000.00","78.02","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"SAAB B","SAAB CLASS B","Industrials","Equity","1,717,039.46","0.01","1,717,039.46","81,147.00","21.16","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"PZU","PZU SA","Financials","Equity","1,717,402.66","0.01","1,717,402.66","153,894.00","11.16","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.10","PLN","-"
"TATAPOWER","TATA POWER LTD","Utilities","Equity","1,708,380.31","0.01","1,708,380.31","364,437.00","4.69","India","National Stock Exchange Of India","USD","85.20","INR","-"
"SUZB3","SUZANO SA","Materials","Equity","1,709,308.44","0.01","1,709,308.44","172,840.00","9.89","Brazil","XBSP","USD","6.19","BRL","-"
"SMIN","SMITHS GROUP PLC","Industrials","Equity","1,703,723.15","0.01","1,703,723.15","78,670.00","21.66","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","1,700,096.11","0.01","1,700,096.11","25,497.00","66.68","Germany","Xetra","USD","0.96","EUR","-"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","1,697,902.63","0.01","1,697,902.63","164,500.00","10.32","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrials","Equity","1,695,211.08","0.01","1,695,211.08","122,174.00","13.88","India","National Stock Exchange Of India","USD","85.20","INR","-"
"EUROB","EUROBANK HOLDINGS SA","Financials","Equity","1,695,785.70","0.01","1,695,785.70","733,696.00","2.31","Greece","Athens Exchange S.A. Cash Market","USD","0.96","EUR","-"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Equity","1,689,674.56","0.01","1,689,674.56","186,623.00","9.05","Ireland","Irish Stock Exchange - All Market","USD","0.96","EUR","-"
"P911","DR ING HC F PORSCHE PRF AG","Consumer Discretionary","Equity","1,684,607.62","0.01","1,684,607.62","27,948.00","60.28","Germany","Xetra","USD","0.96","EUR","-"
"TELIA","TELIA COMPANY","Communication","Equity","1,685,628.21","0.01","1,685,628.21","616,408.00","2.73","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"9868","XPENG CLASS A INC","Consumer Discretionary","Equity","1,685,667.64","0.01","1,685,667.64","261,334.00","6.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Consumer Staples","Equity","1,684,220.13","0.01","1,684,220.13","158,159.00","10.65","India","National Stock Exchange Of India","USD","85.20","INR","-"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrials","Equity","1,680,664.53","0.01","1,680,664.53","93,085.00","18.06","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"QRVO","QORVO INC","Information Technology","Equity","1,679,678.00","0.01","1,679,678.00","23,492.00","71.50","United States","NASDAQ","USD","1.00","USD","-"
"AKRBP","AKER BP","Energy","Equity","1,674,381.15","0.01","1,674,381.15","88,688.00","18.88","Norway","Oslo Bors Asa","USD","11.37","NOK","-"
"8951","NIPPON BUILDING FUND REIT INC","Real Estate","Equity","1,669,696.20","0.01","1,669,696.20","2,100.00","795.09","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"HDFCLIFE","HDFC LIFE INSURANCE COMPANY LTD","Financials","Equity","1,666,792.36","0.01","1,666,792.36","228,133.00","7.31","India","National Stock Exchange Of India","USD","85.20","INR","-"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","1,662,407.44","0.01","1,662,407.44","33,528,680.00","4.96","Mexico","-","USD","20.17","MXN","-"
"4911","SHISEIDO LTD","Consumer Staples","Equity","1,662,593.75","0.01","1,662,593.75","97,500.00","17.05","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"2327","YAGEO CORP","Information Technology","Equity","1,660,460.31","0.01","1,660,460.31","102,586.00","16.19","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"SKF B","SKF B","Industrials","Equity","1,658,001.65","0.01","1,658,001.65","89,185.00","18.59","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"SKA B","SKANSKA B","Industrials","Equity","1,658,051.73","0.01","1,658,051.73","79,698.00","20.80","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"MOWI","MOWI","Consumer Staples","Equity","1,653,299.06","0.01","1,653,299.06","96,691.00","17.10","Norway","Oslo Bors Asa","USD","11.37","NOK","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","1,654,182.52","0.01","1,654,182.52","41,479.00","39.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"601318","PING AN INSURANCE (GROUP) OF CHINA","Financials","Equity","1,654,213.76","0.01","1,654,213.76","224,500.00","7.37","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"066570","LG ELECTRONICS INC","Consumer Discretionary","Equity","1,649,638.24","0.01","1,649,638.24","27,649.00","59.66","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","1,650,356.55","0.01","1,650,356.55","249,800.00","6.61","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"FOX","FOX CORP CLASS B","Communication","Equity","1,648,599.75","0.01","1,648,599.75","34,965.00","47.15","United States","NASDAQ","USD","1.00","USD","-"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Consumer Discretionary","Equity","1,649,099.09","0.01","1,649,099.09","237,200.00","6.95","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ELE","ENDESA SA","Utilities","Equity","1,645,590.54","0.01","1,645,590.54","77,241.00","21.30","Spain","Bolsa De Madrid","USD","0.96","EUR","-"
"2382","SUNNY OPTICAL TECHNOLOGY LTD","Information Technology","Equity","1,646,274.37","0.01","1,646,274.37","182,800.00","9.01","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"267260","HD HYUNDAI ELECTRIC LTD","Industrials","Equity","1,639,563.68","0.01","1,639,563.68","6,131.00","267.42","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","1,640,016.11","0.01","1,640,016.11","49,841.00","32.90","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","1,640,807.23","0.01","1,640,807.23","481,051.00","3.41","United Kingdom","London Stock Exchange","USD","0.80","GBP","Jan 02, 1985"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","1,634,537.76","0.01","1,634,537.76","209,500.00","7.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","1,626,090.31","0.01","1,626,090.31","82,837.00","19.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASRNL","ASR NEDERLAND NV","Financials","Equity","1,624,351.18","0.01","1,624,351.18","34,990.00","46.42","Netherlands","Euronext Amsterdam","USD","0.96","EUR","-"
"CU","CANADIAN UTILITIES LTD CLASS A","Utilities","Equity","1,625,492.47","0.01","1,625,492.47","67,272.00","24.16","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"CPF.R","CHAROEN POKPHAND FOODS NON-VOTING","Consumer Staples","Equity","1,622,475.66","0.01","1,622,475.66","2,409,200.00","0.67","Thailand","Stock Exchange Of Thailand","USD","34.15","THB","-"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumer Discretionary","Equity","1,623,218.84","0.01","1,623,218.84","15,347.00","105.77","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"7752","RICOH LTD","Information Technology","Equity","1,623,667.85","0.01","1,623,667.85","142,600.00","11.39","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"1801","INNOVENT BIOLOGICS INC","Health Care","Equity","1,620,118.06","0.01","1,620,118.06","351,500.00","4.61","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BEIJ B","BEIJER REF CLASS B","Industrials","Equity","1,621,849.05","0.01","1,621,849.05","108,774.00","14.91","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"9866","NIO CLASS A INC","Consumer Discretionary","Equity","1,618,366.58","0.01","1,618,366.58","357,105.00","4.53","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","1,616,344.49","0.01","1,616,344.49","30,798.00","52.48","Italy","Borsa Italiana","USD","0.96","EUR","-"
"EN","BOUYGUES SA","Industrials","Equity","1,617,297.49","0.01","1,617,297.49","55,599.00","29.09","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","1,614,433.71","0.01","1,614,433.71","100,600.00","16.05","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","1,612,296.00","0.01","1,612,296.00","365,600.00","4.41","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"NEM","NEMETSCHEK","Information Technology","Equity","1,613,905.89","0.01","1,613,905.89","16,390.00","98.47","Germany","Xetra","USD","0.96","EUR","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","1,610,575.07","0.01","1,610,575.07","175,253.00","9.19","United States","NASDAQ","USD","1.00","USD","-"
"2002","CHINA STEEL CORP","Materials","Equity","1,609,859.55","0.01","1,609,859.55","2,637,305.00","0.61","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"IFT","INFRATIL LTD","Financials","Equity","1,605,414.44","0.01","1,605,414.44","225,336.00","7.12","New Zealand","New Zealand Exchange Ltd","USD","1.77","NZD","-"
"1101","TAIWAN CEMENT LTD","Materials","Equity","1,600,759.45","0.01","1,600,759.45","1,622,227.00","0.99","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"6645","OMRON CORP","Information Technology","Equity","1,601,600.99","0.01","1,601,600.99","48,100.00","33.30","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"000858","WULIANGYE YIBIN LTD A","Consumer Staples","Equity","1,602,151.07","0.01","1,602,151.07","81,500.00","19.66","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","1,598,612.10","0.01","1,598,612.10","17,765,616.00","9.00","Sweden","-","USD","11.11","SEK","-"
"INDT","INDUTRADE","Industrials","Equity","1,599,818.31","0.01","1,599,818.31","64,604.00","24.76","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"267","CITIC LTD","Industrials","Equity","1,596,879.16","0.01","1,596,879.16","1,360,000.00","1.17","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"7912","DAI NIPPON PRINTING LTD","Industrials","Equity","1,594,488.37","0.01","1,594,488.37","112,400.00","14.19","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"788","CHINA TOWER CORP LTD H","Communication","Equity","1,591,008.28","0.01","1,591,008.28","10,840,000.00","0.15","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ZEAL","ZEALAND PHARMA","Health Care","Equity","1,587,219.17","0.01","1,587,219.17","15,827.00","100.29","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","7.18","DKK","-"
"600900","CHINA YANGTZE POWER LTD A","Utilities","Equity","1,586,378.68","0.01","1,586,378.68","388,410.00","4.08","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"TREL B","TRELLEBORG B","Industrials","Equity","1,584,644.44","0.01","1,584,644.44","46,613.00","34.00","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"138040","MERITZ FINANCIAL GROUP INC","Financials","Equity","1,582,079.92","0.01","1,582,079.92","22,997.00","68.80","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","1,582,645.86","0.01","1,582,645.86","61,500.00","25.73","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"MKS","MARKS AND SPENCER GROUP PLC","Consumer Staples","Equity","1,576,014.85","0.01","1,576,014.85","329,175.00","4.79","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"KEY","KEYERA CORP","Energy","Equity","1,574,061.34","0.01","1,574,061.34","52,016.00","30.26","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"TLC","THE LOTTERY CORPORATION LTD","Consumer Discretionary","Equity","1,571,891.80","0.01","1,571,891.80","500,776.00","3.14","Australia","Asx - All Markets","USD","1.61","AUD","-"
"4523","EISAI LTD","Health Care","Equity","1,572,326.17","0.01","1,572,326.17","58,100.00","27.06","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","1,569,768.02","0.01","1,569,768.02","244,300.00","6.43","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"8069","E INK HOLDINGS INC","Information Technology","Equity","1,567,903.31","0.01","1,567,903.31","186,000.00","8.43","Taiwan","Gretai Securities Market","USD","32.68","TWD","-"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrials","Equity","1,568,615.94","0.01","1,568,615.94","201,117.00","7.80","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"6506","YASKAWA ELECTRIC CORP","Industrials","Equity","1,569,054.28","0.01","1,569,054.28","62,500.00","25.10","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","1,566,019.10","0.01","1,566,019.10","119,676.00","13.09","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Equity","1,565,091.05","0.01","1,565,091.05","112,487.00","13.91","India","National Stock Exchange Of India","USD","85.20","INR","-"
"316140","WOORI FINANCIAL GROUP INC","Financials","Equity","1,562,004.53","0.01","1,562,004.53","144,540.00","10.81","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"EMBR3","EMBRAER SA","Industrials","Equity","1,560,296.19","0.01","1,560,296.19","173,933.00","8.97","Brazil","XBSP","USD","6.19","BRL","-"
"BBAS3","BANCO DO BRASIL SA","Financials","Equity","1,558,855.94","0.01","1,558,855.94","403,556.00","3.86","Brazil","XBSP","USD","6.19","BRL","-"
"T","TELUS CORP","Communication","Equity","1,559,042.97","0.01","1,559,042.97","115,277.00","13.52","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"259960","KRAFTON INC","Communication","Equity","1,556,996.91","0.01","1,556,996.91","7,411.00","210.09","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"IQCD","INDUSTRIES QATAR","Industrials","Equity","1,553,648.17","0.01","1,553,648.17","435,141.00","3.57","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"7911","TOPPAN HOLDINGS INC","Industrials","Equity","1,554,604.68","0.01","1,554,604.68","60,500.00","25.70","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"4013","DR SULAIMAN AL HABIB MEDICAL GRP","Health Care","Equity","1,554,974.99","0.01","1,554,974.99","20,688.00","75.16","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"9CI","CAPITALAND INVESTMENT LTD","Real Estate","Equity","1,546,834.23","0.01","1,546,834.23","809,500.00","1.91","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"028300","HLB INC","Health Care","Equity","1,543,831.38","0.01","1,543,831.38","33,712.00","45.79","Korea (South)","Korea Exchange (Kosdaq)","USD","1,456.50","KRW","-"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Consumer Staples","Equity","1,542,311.01","0.01","1,542,311.01","27,699.00","55.68","India","National Stock Exchange Of India","USD","85.20","INR","-"
"4704","TREND MICRO INC","Information Technology","Equity","1,542,321.09","0.01","1,542,321.09","28,800.00","53.55","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"EQTL3","EQUATORIAL SA","Utilities","Equity","1,543,749.97","0.01","1,543,749.97","342,267.00","4.51","Brazil","XBSP","USD","6.19","BRL","-"
"ERF","EUROFINS SCIENTIFIC","Health Care","Equity","1,537,520.49","0.01","1,537,520.49","29,900.00","51.42","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"1050","BANQUE SAUDI FRANSI","Financials","Equity","1,530,320.67","0.01","1,530,320.67","360,451.00","4.25","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"TWE","TREASURY WINE ESTATES LTD","Consumer Staples","Equity","1,530,426.06","0.01","1,530,426.06","213,681.00","7.16","Australia","Asx - All Markets","USD","1.61","AUD","-"
"DMART","AVENUE SUPERMARTS LTD","Consumer Staples","Equity","1,531,765.99","0.01","1,531,765.99","37,723.00","40.61","India","National Stock Exchange Of India","USD","85.20","INR","-"
"LAND","LAND SECURITIES GROUP REIT PLC","Real Estate","Equity","1,529,172.12","0.01","1,529,172.12","209,525.00","7.30","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"7201","NISSAN MOTOR LTD","Consumer Discretionary","Equity","1,526,436.38","0.01","1,526,436.38","503,500.00","3.03","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","1,525,573.40","0.01","1,525,573.40","9,619.00","158.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
